291,"@Jan_2k6 As per your complaint feedback, your provided address is not complete, please DM your complete address we… https://t.co/GkWv7MRgzj"
292,"@zaman_zpk @burhankgan42093 Hi Zaman, We definitely want to get this addressed for you, please DM your Zong number for further facilitation."
293,@kashif_jatoi @Danishsabzwari You are Welcome :)
294,@Zanish15 @Mr_Programmer14 Internet SIM kay bundles ki malomat jana chaty hain. 2/2
295,"@Zanish15 @Mr_Programmer14 Hi - Ap Zong GSM SIM kay Internet bundles ki malomat jana chaty hain, Zong MBB devices kay bundles ya 1/2"
296,"@kashif_jatoi @Danishsabzwari Yes, Bolt+ device price is Rs. 3000.
For MBB bundle details please visit the link.
https://t.co/wOLqRkIKnQ"
297,"@kashif_jatoi @Danishsabzwari Hi Kashif, Please confirm, you want to know about device price or monthly MBB bundles?"
298,@Hh94H @Danishsabzwari Hi - Thank you for your suggestion and it would definitely be considered.
299,"@Anchors_of_Pk Hi, We are offering One plus one offer for our valuable customers.
Please visit the link for details.
https://t.co/iLMzYQ2P9y"
300,@UsamaAlitweets You are Welcome and Stay connected with Zong services :)
301,@UsamaAlitweets Your required details have been shared kindly check and let us know if still any assistance is required.
302,@UsamaAlitweets We are connected with you via DM.
303,@pinkibz1 You are Welcome :)
304,"@UsamaAlitweets You have been replied, please check your message box. Thank you"
305,@illahibux05 @BijliWala_ @CrypticDr We are connected with you via DM :)
306,@_MiShA__biebz_1 @king_boylieber Thank you for being part of Zong family :)
307,@Basharat_47 Thank you! Glad you like it! :)
308,Get recharged immediately online with #Zong4G and always stay connected! https://t.co/WN1lnmaxKp https://t.co/VirdEqRCRx
309,@RealAhmadSaeed We are connected with you via message box. Thank you :)
310,"@samad_mashwani Hi Samad, Please DM your usage details we will suggest you exciting bundle according to your usage.… https://t.co/YkXHft9YG5"
311,"@Muhamma11404642 Zong brings you Fiber Home, combining speed and convenience like never before. Please visit the li… https://t.co/mncRlcQ2bY"
312,"@Sk3435 @Mr_Programmer14 Hi, We are offering Super Weekly offer for our valuable customers.
Please explore the link… https://t.co/p1mfpKOSHS"
313,@Muhamma11404642 Book FiberHome MBB device online and get discount (discounted price Rs 2700).For booking please vi… https://t.co/9RMji4anJJ
314,"@Muhamma11404642 We would suggest you our MBB services for MBB bundles details please explore the link.
https://t.co/wOLqRkr9wi"
315,"@Muhamma11404642 Hi Farrukh, Please DM your usage details we will suggest you best bundle according to your usage. Thank you"
316,@Mr_Programmer14 Thank you for being part of Zong family :)
317,"@Alcoholic_AKB You are Welcome, Keep enjoying Zong services :)"
318,"@Jan_2k6 Our customers are our most valuable asset, we are 24/7 available for your help."
319,"@Jan_2k6 You are Welcome :) 
Please wait soon you will be replied."
320,"@MuhamadAnas97 @iDeserveBetter_ Hi Anas, Please confirm kijiye ap SMS packages jana chaty hain Internet packages ya… https://t.co/TINWF4ihog"
321,"@Saadat87 Hi Saadat, Currently unlimited bundle is not available. For exciting bundles please explore the link.
https://t.co/ZnygAloCvf"
322,"@iDeserveBetter_ Although we are committed to the Future<ed><U+00A0><U+00BD><ed><U+00B1><U+0087>

https://t.co/Eu9lpBjUFj 

but sure.. why not <ed><U+00A0><U+00BD><ed><U+00B8><U+0082>… https://t.co/EByM7fATVf"
323,@ovais_raza share kijiye apko details check kar kay guide kiya jai ga. Shukriya  2/2
324,"@ovais_raza Hi Owais, Voice Bundle Rs.500 kay charges taxes shamil kar kay Rs. 597. 50 hain. 
Please apna Zong number DM mai 1/2"
325,"@iammskofficial Hi, Our customers are our most valuable asset and your feedback helps us serve you better."
326,@ahsanansari01 Shukriya :)
327,"@RealAhmadSaeed We are offering 4G services in Toba Tek Singh city, if you are facing any issue please DM your numb… https://t.co/MPNIiudv1q"
328,"@kashif_Qaimi @ahsanansari01 @aeydotwhy Hi, Thank you! Glad you like it! :)"
329,"@tilamuhammad14 Hi, Thank you for your affirmative response."
330,"@atifmtz Hi Atif, Give us a chance to look into your concern. Kindly share your contact number in message box for further assistance."
331,"@CHFaisalMangat Hi Faisal, Zong always believe in moving forward in light of its customer’s feedback."
332,"@pinkibz1 Hi Aseefa, Zong Combo pack available hai activation kay liye *15# dial kijiye charges Rs.200+Tax hain."
333,@News_of_Pk Thank you for being part of Zong family :)
334,@Aamir_Malik_419 @Alcoholic_AKB #Zong4G Thank you for being a part of fastest internet services
335,@EeyAh_Maher @BijliWala_ We are happy to serve you with fastest internet #Zong4G :)
336,@royalpeep @Ufone @zong Would love to have you on board. Shall we get started? Drop us a DM please :)
337,"@Iqbal49Nasir Hi Nasir, Kindly share your Zong Device number via DM for further assistance"
338,@munazzaanwaar Thank you for considering us :)
339,@StylishMalik02 @SansCulottic Kindly check your message box for further assistance
340,@AliHussain6188 @Spogmai_SR Stay connected with #Zong4G
341,"@huzaifanaeem14 @shabihfatima905 @YaraDeYaar Saras'r ilzam hai yeh <ed><U+00A0><U+00BD><ed><U+00B8><U+0086> 
We are committed to the Future! See<ed><U+00A0><U+00BD><ed><U+00B1><U+0087> https://t.co/f8GxInJUxy"
342,"@UsamaAlitweets Hi Usama, Kindly DM us your Zong number for further assistance"
343,"@GhulamAhmad46 Hi, We are already connected via message box, Please check your details for further assistance."
344,"@saffiullah2014 @Danishsabzwari @saffiullah2014 Hi, We are offering bolt+ devices in Rs 3000. You can get a 10% dis… https://t.co/L2g4DD4U5I"
345,"@AfridiFan_MUFC We are connected with you :), kindly check your message box for further details"
346,"@Yar_Mohd007 Hi, Unfortunatelly, we are only offering daily Social bundles. Further, share your number in DM &amp; we w… https://t.co/IEePuVcaWZ"
347,"@RealAhmadSaeed Hi Ahmad, share your City name with us in DM."
348,"@Jan_2k6 Hum ap kay liye masla check kiye letay hain, apna number humaien DM kejye."
349,"@shabihfatima905 @YaraDeYaar Can't wait to welcome you on board, drop us a line and we'll get started :)"
350,"@Aamir_Malik_419 Hi Aamir, Stay Connected with #Zong4G"
351,@AmnaSituation We are blessed to have you! https://t.co/Mzo6F3Gl03
352,@AliHussain6188 @Spogmai_SR We are glad that you like our services.
353,@Mushi_Sidd Thank you for your kind words.
354,@burhankgan42093 We are glad that you like our services
355,@PervezI05130532 Thank you for your appriciation Pervez.
356,"@AfridiFan_MUFC Hi, It depends on your usage &amp; requirment, kindly share your Zong number in DM so that we can sugge… https://t.co/1Pnf124zmR"
